flightnumber,destination,latitude,longitude,price,date
KXP835  ,Malaysia,7.4076,115.9342,240.77,2025-05-15
AXM5134 ,Malaysia,3.2153,103.7542,244.2,2025-05-15
SWA460  ,United States,41.8182,-82.0379,228.12,2025-05-15
LSI137  ,Italy,40.899,46.8169,236.94,2025-05-15
ACA1304 ,Canada,33.9159,-83.8342,209.42,2025-05-15
FFT91   ,United States,39.5268,-75.3118,176.93,2025-05-15
ANA112  ,Japan,47.9029,-112.5855,252.38,2025-05-15
MAS2640 ,Malaysia,5.8066,115.9961,86.47,2025-05-15
SPRTN64 ,Portugal,39.0807,-8.9257,34.53,2025-05-15
MAS850  ,Malaysia,0.7446,104.7832,240.51,2025-05-15
KNE8300 ,Malaysia,22.1919,55.1381,232.84,2025-05-15
TAM4675 ,Brazil,-22.2037,-46.1215,192.3,2025-05-15
ICBAS   ,Italy,46.0541,11.0263,60.21,2025-05-15
LBQ870  ,United States,38.3904,-78.1434,131.61,2025-05-15
SWA170  ,United States,39.266,-94.5328,192.32,2025-05-15
VOE61MG ,Spain,46.9698,1.8315,211.49,2025-05-15
VOE71EJ ,Spain,44.2468,10.0668,188.25,2025-05-15
UCA4244 ,United States,39.4856,-77.5163,142.46,2025-05-15
SKY01   ,United Kingdom,52.6229,-0.4732,42.79,2025-05-15
UPS834  ,United States,43.4918,-116.1146,78.61,2025-05-15
GLOOC   ,United Kingdom,50.7535,-0.8409,48.37,2025-05-15
SWA503  ,United States,39.4042,-94.9513,161.12,2025-05-15
AXM8548 ,Malaysia,7.0424,115.8804,231.65,2025-05-15
BAW5PL  ,United Kingdom,49.4076,2.8817,235.03,2025-05-15
MAS1276 ,Malaysia,3.2232,102.3535,192.11,2025-05-15
SPLFE   ,Poland,51.8947,20.34,51.26,2025-05-15
MSR759  ,Egypt,42.9605,22.4163,207.29,2025-05-15
DHJMG   ,Germany,47.7144,9.9519,60.91,2025-05-15
PDT5854 ,United States,42.0297,-75.0779,195.34,2025-05-15
UAU976  ,United Kingdom,51.1517,-1.9222,47.96,2025-05-15
SRR922  ,Denmark,54.2335,13.8097,238.01,2025-05-15
SRR901  ,Denmark,40.6863,46.7834,237.57,2025-05-15
QFA1939 ,Australia,-30.0943,149.841,203.69,2025-05-15
QFA1938 ,Australia,-34.0054,141.043,205.68,2025-05-15
AAL180  ,United States,42.5279,12.5482,256.83,2025-05-15
DAL87   ,United States,54.1985,-8.5694,259.04,2025-05-15
N5430G  ,United States,-3.3338,112.0373,244.71,2025-05-15
QFA1990 ,Australia,-28.8042,148.7232,194.45,2025-05-15
,United States,37.1457,127.1501,139.39,2025-05-15
N629JJ  ,United States,27.49,-80.8523,130.57,2025-05-15
EAI38D  ,Ireland,53.6388,-6.0626,97.23,2025-05-15
TKJ8EW  ,Turkey,41.0508,38.7769,203.77,2025-05-15
ITY608  ,Ireland,49.1352,-7.119,256.15,2025-05-15
ANA299  ,Japan,35.6634,138.7051,197.84,2025-05-15
TUI2142 ,Ireland,32.7368,-14.1855,239.85,2025-05-15
VJH772  ,Germany,44.0182,14.2512,218.35,2025-05-15
JIA5120 ,United States,38.1283,-87.5022,264.94,2025-05-15
EFW3JN  ,United Kingdom,35.9368,14.3789,77.48,2025-05-15
EFW1LS  ,United Kingdom,35.7604,14.4141,117.94,2025-05-15
EFW2741 ,United Kingdom,43.0988,19.845,205.45,2025-05-15
TUAF517 ,Turkey,40.9208,45.9998,122.18,2025-05-15
,United Kingdom,51.9193,0.7072,47.85,2025-05-15
JIA5062 ,United States,39.1747,-78.4765,208.53,2025-05-15
RPA3508 ,United States,39.1274,-77.4722,117.3,2025-05-15
SWA3310 ,United States,28.1588,-84.1733,197.24,2025-05-15
FGDJF   ,France,49.2117,0.314,60.54,2025-05-15
TGW286  ,Singapore,-7.2255,114.0295,239.34,2025-05-15
GBIOB   ,United Kingdom,50.7887,-0.7546,50.42,2025-05-15
DAL2440 ,United States,32.8939,-83.5112,196.39,2025-05-15
        ,Italy,39.4767,8.3378,197.03,2025-05-15
KZR346  ,Ireland,50.0284,80.5713,231.69,2025-05-15
IAM1470 ,Italy,43.6578,11.9149,193.99,2025-05-15
JJA1108 ,Republic of Korea,35.9723,134.3261,192.49,2025-05-15
ASV812  ,Republic of Korea,35.1061,126.8628,213.83,2025-05-15
JNA091  ,Republic of Korea,21.526,120.3345,242.88,2025-05-15
UAL521  ,United States,40.7023,-83.3925,225.15,2025-05-15
JNA914  ,Republic of Korea,37.4303,126.4821,99.63,2025-05-15
JNA266  ,Republic of Korea,36.3382,128.0241,228.38,2025-05-15
KAL412  ,Republic of Korea,37.39,126.5178,84.5,2025-05-15
EIHNP   ,Ireland,55.6596,-4.0235,86.26,2025-05-15
PUE302  ,Spain,40.4454,-3.5359,70.3,2025-05-15
N629HF  ,United States,33.422,-80.9534,86.52,2025-05-15
KAL073  ,Republic of Korea,48.1568,-115.8601,255.16,2025-05-15
QFA1912 ,Australia,-30.445,151.4726,237.24,2025-05-15
KAL093  ,Republic of Korea,47.972,-123.3722,286.49,2025-05-15
GPHAT   ,United Kingdom,51.6985,-3.2687,58.58,2025-05-15
        ,United States,39.1779,-90.7001,71.65,2025-05-15
JZA252  ,Canada,43.1727,-81.0985,142.68,2025-05-15
APJ116  ,Japan,41.617,140.626,171.34,2025-05-15
EIHNL   ,Ireland,53.0439,-6.0202,43.24,2025-05-15
RPA3645 ,United States,41.2293,-78.152,211.71,2025-05-15
IBE07LW ,Spain,47.7664,-3.0024,227.52,2025-05-15
GGPMW   ,United Kingdom,51.215,-2.5043,74.17,2025-05-15
NTW247  ,United States,42.8539,-88.295,138.47,2025-05-15
ETP66   ,United Kingdom,51.1392,-1.7564,37.07,2025-05-15
DAL1237 ,United States,42.6115,-95.3105,227.54,2025-05-15
ENY3858 ,United States,26.6297,-82.1694,268.17,2025-05-15
SEH691  ,Greece,37.9509,22.6474,127.56,2025-05-15
RPA4578 ,United States,37.9791,-76.6133,227.31,2025-05-15
ITY221  ,Ireland,48.8652,6.7395,243.87,2025-05-15
DAL1017 ,United States,39.7933,-79.0098,221.17,2025-05-15
UPS872  ,United States,35.9501,-105.1333,188.16,2025-05-15
ACA7202 ,Canada,49.1734,-123.0451,128.05,2025-05-15
VOE1YX  ,Spain,38.0244,22.4807,191.58,2025-05-15
VOE4CJ  ,Spain,49.2811,-2.5267,191.19,2025-05-15
NJE805M ,Portugal,48.8997,6.8298,223.66,2025-05-15
GBGLG   ,United Kingdom,56.4067,-3.6134,41.18,2025-05-15
NCA242  ,Japan,33.1948,136.696,268.66,2025-05-15
GJS4575 ,United States,39.8037,-76.5701,189.06,2025-05-15
UAL2094 ,United States,28.9636,-81.9632,205.14,2025-05-15
HAL50   ,United States,40.4474,-73.8888,104.14,2025-05-15
DAL1410 ,United States,40.9076,-74.6501,229.75,2025-05-15
TOM036  ,United Kingdom,50.7839,-3.2205,250.61,2025-05-15
N734VQ  ,United States,28.5433,-81.3374,38.42,2025-05-15
XAX326  ,Malaysia,3.7315,101.0677,213.78,2025-05-15
EZY237W ,United Kingdom,51.0342,-1.3136,123.19,2025-05-15
UAL1083 ,United States,33.6494,-84.3028,84.88,2025-05-15
UAL361  ,United States,32.5268,-98.2735,219.16,2025-05-15
FHMOA   ,France,44.5071,4.9325,72.43,2025-05-15
AAL802  ,United States,35.6889,-80.2804,217.85,2025-05-15
AXM5751 ,Malaysia,3.3503,103.2428,227.62,2025-05-15
AAL1232 ,United States,27.3791,-82.413,217.02,2025-05-15
ARK4BH  ,Spain,41.6527,2.43,37.68,2025-05-15
FIAMMA67,Italy,41.9432,12.5057,38.45,2025-05-15
FDX1468 ,United States,38.2557,-105.2826,214.22,2025-05-15
AXM892  ,Malaysia,12.037,100.1601,226.27,2025-05-15
GRIGH   ,United Kingdom,52.8232,-2.7698,39.22,2025-05-15
UAL1095 ,United States,38.8578,-78.16,182.9,2025-05-15
VOI3250 ,United States,29.6408,-112.3148,242.34,2025-05-15
THT102  ,France,-15.997,-148.9146,248.48,2025-05-15
AAL2617 ,United States,38.5061,-80.3928,220.49,2025-05-15
ACA156  ,Canada,45.1613,-81.4642,229.34,2025-05-15
MSZSZ   ,United Kingdom,35.1206,143.8082,280.91,2025-05-15
EDV5432 ,United States,42.2338,-83.3239,69.76,2025-05-15
CCA157  ,China,35.6521,140.7122,147.59,2025-05-15
AWQ246  ,Indonesia,0.5606,105.1115,244.1,2025-05-15
ACA161  ,Canada,44.2073,-80.5898,208.18,2025-05-15
AEA7234 ,Spain,43.2569,-8.3892,104.47,2025-05-15
AEA92BH ,Spain,42.7589,-1.6839,240.68,2025-05-15
AEA4042 ,Spain,38.2641,-0.4149,126.54,2025-05-15
EIHPG   ,Ireland,53.728,-8.6156,55.91,2025-05-15
PDT5808 ,United States,36.0579,-83.2507,258.99,2025-05-15
DFEBJ   ,Germany,46.3341,9.5983,92.47,2025-05-15
GTOES   ,United Kingdom,51.7556,-2.2222,23.1,2025-05-15
BAW408V ,United Kingdom,45.8246,0.7239,232.91,2025-05-15
BAW17SE ,United Kingdom,51.3207,0.062,125.11,2025-05-15
EXS87KA ,United Kingdom,38.0637,12.0098,242.23,2025-05-15
SFJ52   ,Japan,34.2119,134.9469,254.46,2025-05-15
SKW5605 ,United States,39.0597,-91.6463,180.74,2025-05-15
SWA4156 ,United States,29.2759,-94.4077,269.35,2025-05-15
JBU278  ,United States,30.8708,-97.3859,268.91,2025-05-15
TGW610  ,Singapore,13.975,100.6947,136.98,2025-05-15
TGW893  ,Singapore,41.3336,140.3434,202.48,2025-05-15
OYBFY   ,Denmark,54.7563,11.4297,62.21,2025-05-15
UPS9860 ,United States,34.8773,-109.3968,203.82,2025-05-15
ANA41   ,Japan,35.5359,139.7862,78.97,2025-05-15
CXI55EP ,Malta,53.2619,-1.9339,127.92,2025-05-15
MAA6844 ,Malta,32.2882,-115.0557,213.62,2025-05-15
KNE310  ,Saudi Arabia,30.0123,49.0897,221.14,2025-05-15
SKY176  ,Japan,35.3062,135.2166,197.94,2025-05-15
TGW289  ,Singapore,1.1618,104.7766,162.22,2025-05-15
JBU2265 ,United States,20.6491,-71.0473,224.34,2025-05-15
CHH7255 ,China,23.3149,114.019,202.73,2025-05-15
N158QS  ,United States,-6.9524,112.3693,153.41,2025-05-15
JJP114  ,Japan,36.868,140.747,208.93,2025-05-15
N70052  ,United States,61.5965,-149.238,37.55,2025-05-15
AAL160  ,United States,39.1451,16.3179,272.48,2025-05-15
FGHVJ   ,France,51.4648,1.3072,83.67,2025-05-15
KNE205  ,Saudi Arabia,25.6497,54.3548,220.6,2025-05-15
ICECO   ,Italy,51.2771,7.2606,76.67,2025-05-15
RYR85LY ,Malta,52.0219,3.2636,255.37,2025-05-15
DAL2752 ,United States,40.4901,-86.6417,218.56,2025-05-15
ILMBD   ,Italy,45.8322,9.6577,61.74,2025-05-15
RYR47CE ,Malta,53.025,-6.6164,139.25,2025-05-15
RYR19QA ,Malta,48.3693,16.3852,247.24,2025-05-15
JSA517  ,Singapore,4.1716,103.5109,238.04,2025-05-15
SWA3202 ,United States,32.2321,-93.7468,244.27,2025-05-15
EFW4DP  ,United Kingdom,45.2194,4.1968,225.04,2025-05-15
AAL462  ,United States,42.3897,-78.871,231.89,2025-05-15
SKW3908 ,United States,32.1322,-99.4709,197.95,2025-05-15
JSA686  ,Singapore,0.9288,103.9077,128.66,2025-05-15
VJT785  ,Malta,46.1905,23.1106,238.21,2025-05-15
JSA536  ,Singapore,0.9703,103.3832,153.73,2025-05-15
SAS22P  ,Ireland,53.5317,10.4154,184.07,2025-05-15
UPS1052 ,United States,43.1837,-71.0508,191.18,2025-05-15
SAS62N  ,Ireland,54.1945,-2.103,181.61,2025-05-15
MARVA   ,United Kingdom,35.8496,27.1781,225.94,2025-05-15
SWA331  ,United States,38.0499,-93.3812,259.13,2025-05-15
FIAMMA11,Italy,44.891,8.9753,42.63,2025-05-15
GIA190  ,Indonesia,-0.4807,100.8825,246.3,2025-05-15
ISOLG   ,Italy,45.3634,8.3511,55.85,2025-05-15
GBHRC   ,United Kingdom,53.2248,-1.0185,43.39,2025-05-15
EZY26PW ,United Kingdom,50.3263,1.5143,230.13,2025-05-15
EZY12PL ,United Kingdom,51.5369,-2.6089,147.87,2025-05-15
PDT5937 ,United States,40.1781,-76.7206,90.58,2025-05-15
FJBAY   ,France,43.7091,5.6484,44.39,2025-05-15
FDX1408 ,United States,42.6733,-105.2106,189.2,2025-05-15
CMA632  ,France,41.3375,45.6621,245.48,2025-05-15
CMA433  ,France,49.6774,4.5411,239.54,2025-05-15
TOM8LA  ,United Kingdom,44.4524,14.4969,213.82,2025-05-15
UAL1966 ,United States,29.9935,-95.3291,59.68,2025-05-15
NIT297  ,United States,32.2717,-83.2875,42.92,2025-05-15
UAL965  ,United States,53.562,-6.7801,260.81,2025-05-15
ZSSNN   ,South Africa,-33.2269,18.0952,54.53,2025-05-15
ANA85   ,Japan,35.6432,139.9699,184.94,2025-05-15
RPA3608 ,United States,41.0774,-75.8116,190.09,2025-05-15
NKS285  ,United States,40.9348,-83.8668,234.93,2025-05-15
FLI454  ,Denmark,59.3246,4.318,234.49,2025-05-15
FLI414  ,Denmark,56.1296,-3.7591,134.03,2025-05-15
CGCOD   ,Canada,42.888,-82.0891,62.03,2025-05-15
SNJ19   ,Japan,35.4683,138.5692,210.83,2025-05-15
FDY124  ,United States,39.1291,-77.4334,73.57,2025-05-15
MYJ618  ,Romania,48.0201,14.8773,192.62,2025-05-15
ANA1084 ,Japan,35.5705,139.9257,78.2,2025-05-15
DKILZ   ,Germany,50.322,7.8232,28.71,2025-05-15
RYR4TY  ,Ireland,52.8023,5.8344,222.71,2025-05-15
RYR21XV ,Ireland,37.6342,5.7522,227.1,2025-05-15
RYR82TT ,Ireland,53.4505,-6.5243,95.67,2025-05-15
RYR30PD ,Ireland,44.6063,8.6019,228.64,2025-05-15
RYR54EZ ,Ireland,43.2291,5.515,227.91,2025-05-15
ABX3104 ,United States,30.9669,-92.3953,203.47,2025-05-15
RYR3B   ,Ireland,48.4086,-1.5073,226.24,2025-05-15
RYR75SM ,Ireland,33.484,-8.4125,240.92,2025-05-15
RYR5TD  ,Ireland,50.3428,-0.8955,215.21,2025-05-15
UAL2478 ,United States,41.5192,-86.5737,204.83,2025-05-15
KZR904  ,Ireland,49.6869,12.3663,258.72,2025-05-15
ITY319  ,Ireland,45.5543,6.5943,226.99,2025-05-15
AAL2758 ,United States,40.3184,-88.1955,267.54,2025-05-15
ANA684  ,Japan,34.4824,136.458,235.41,2025-05-15
AAL1885 ,United States,38.4845,-77.0279,131.82,2025-05-15
N1326A  ,United States,37.5603,-85.3614,207.12,2025-05-15
VLG1KB  ,Spain,35.9328,-8.5621,230.62,2025-05-15
JAF8PN  ,Belgium,49.5948,3.1794,227.85,2025-05-15
ABX4378 ,United States,27.4584,-80.5877,220.77,2025-05-15
JAF1PJ  ,Belgium,43.6923,19.4291,203.54,2025-05-15
ITY318  ,Ireland,48.9747,2.2351,99.72,2025-05-15
ITY426  ,Ireland,49.0967,9.3455,207.53,2025-05-15
AAL2787 ,United States,35.1943,-90.5594,211.6,2025-05-15
ANA286  ,Japan,33.8524,136.3079,236.4,2025-05-15
RYR1BV  ,Ireland,48.697,-4.923,216.02,2025-05-15
JAF3VA  ,Belgium,45.2658,-3.3429,237.74,2025-05-15
PNC7D   ,Serbia,44.2336,13.5259,237.88,2025-05-15
NKS2565 ,United States,39.8864,-84.5484,239.19,2025-05-15
RYR5PW  ,Ireland,47.2638,-5.5311,233.29,2025-05-15
VLG123D ,Spain,51.1188,-0.4009,79.51,2025-05-15
AEA66SN ,Spain,40.4204,-3.4822,78.51,2025-05-15
AEA9047 ,Spain,37.8696,-6.4583,233.52,2025-05-15
DELAM   ,Italy,51.3787,8.6208,79.9,2025-05-15
RYR155N ,Ireland,44.6978,-4.6767,238.78,2025-05-15
RYR78LD ,Ireland,35.7362,-5.7849,233.54,2025-05-15
RYR97JL ,Ireland,39.7873,-7.3167,241.54,2025-05-15
PDT5711 ,United States,42.2569,-76.565,195.77,2025-05-15
CFE56D  ,United Kingdom,51.1897,1.6185,209.31,2025-05-15
EZY403D ,United Kingdom,46.5909,1.2387,221.93,2025-05-15
CFG2114 ,Germany,49.8326,-5.5508,272.63,2025-05-15
CFG2096 ,Germany,51.9159,2.3261,250.21,2025-05-15
CFG2117 ,Germany,48.7666,2.2923,225.84,2025-05-15
RYR428  ,Ireland,36.042,30.8304,202.54,2025-05-15
RYR5135 ,Ireland,36.4261,-4.2182,93.15,2025-05-15
CFG2226 ,Germany,50.0195,-11.2604,250.05,2025-05-15
GLOGN   ,United Kingdom,50.893,-3.5445,64.65,2025-05-15
RYR10SH ,Ireland,45.7477,-0.7467,233.26,2025-05-15
EXS963Q ,United Kingdom,46.051,-9.4787,221.21,2025-05-15
ITY630  ,Ireland,41.8084,11.7691,156.81,2025-05-15
CAI5FW  ,Turkey,38.894,28.1604,283.7,2025-05-15
RYR656  ,Ireland,44.8361,-4.0838,225.32,2025-05-15
CAI4RA  ,Turkey,51.1119,-0.4493,87.91,2025-05-15
CAI91GU ,Turkey,49.6081,13.5004,214.03,2025-05-15
EXS17C  ,United Kingdom,41.9025,1.2198,220.41,2025-05-15
GALGO12 ,Spain,36.8233,-3.5028,50.58,2025-05-15
ENY3789 ,United States,31.0078,-91.9339,192.58,2025-05-15
SFR601  ,South Africa,-32.3255,21.3649,247.37,2025-05-15
CFG2038 ,Germany,51.6549,2.9105,249.3,2025-05-15
CFG2087 ,Germany,54.5154,6.5004,258.2,2025-05-15
AEA89RG ,Spain,40.3787,-2.674,175.54,2025-05-15
RYR96BW ,Ireland,43.8399,-3.9321,228.65,2025-05-15
BAW628  ,United Kingdom,45.941,14.8717,236.17,2025-05-15
SHT8T   ,United Kingdom,53.1095,-0.848,221.81,2025-05-15
BAW801  ,United Kingdom,63.7868,-21.1039,201.51,2025-05-15
BAW309  ,United Kingdom,51.3647,-0.7068,127.29,2025-05-15
BPO619  ,Germany,52.4821,10.5637,37.1,2025-05-15
SAS38M  ,Ireland,58.0391,11.9905,200.32,2025-05-15
EXS46QW ,United Kingdom,44.4744,4.5827,228.06,2025-05-15
SAS72C  ,Ireland,59.0464,17.8245,128.13,2025-05-15
EXS1407 ,United Kingdom,38.128,24.1146,125.47,2025-05-15
RYR9HP  ,Ireland,53.1071,-3.2286,129.06,2025-05-15
CFG2093 ,Germany,49.9398,8.1708,111.69,2025-05-15
ITY061  ,Ireland,41.27,2.3298,225.82,2025-05-15
ENY3811 ,United States,26.2974,-80.0335,165.32,2025-05-15
RYR8101 ,Ireland,42.7322,2.6981,182.19,2025-05-15
CFG2163 ,Germany,49.0784,3.2113,222.67,2025-05-15
GBIDH   ,United Kingdom,53.893,-0.3475,34.71,2025-05-15
CFG2016 ,Germany,51.7701,-1.4435,252.49,2025-05-15
RYR9GJ  ,Ireland,45.945,19.523,211.78,2025-05-15
RYR815N ,Ireland,42.4621,21.321,261.29,2025-05-15
IBE0221 ,Spain,40.6053,-3.6434,103.31,2025-05-15
VLG8522 ,Spain,45.9453,11.2076,233.65,2025-05-15
RYR473  ,Ireland,40.6375,-6.2652,215.8,2025-05-15
RYR206E ,Ireland,43.727,7.5829,229.55,2025-05-15
RYR52BK ,Ireland,50.1862,8.8532,249.32,2025-05-15
RYR96CH ,Ireland,44.2538,-7.4304,238.36,2025-05-15
RYR78XX ,Ireland,43.9549,0.6411,231.58,2025-05-15
WJA652  ,Canada,43.6187,-79.9108,101.49,2025-05-15
SNJ37   ,Japan,35.036,135.6206,211.31,2025-05-15
RANGR91 ,United States,61.5132,4.0811,155.19,2025-05-15
BAW814L ,United Kingdom,55.3872,11.4115,164.9,2025-05-15
SWA2407 ,United States,39.9987,-79.0439,236.71,2025-05-15
GLO1103 ,Brazil,-23.8136,-46.6557,123.89,2025-05-15
UAL5    ,United States,51.4774,-0.4965,74.6,2025-05-15
EZY64AG ,United Kingdom,48.6676,-2.922,245.09,2025-05-15
EZY61BE ,United Kingdom,53.6054,-2.4591,138.52,2025-05-15
EZY57HF ,United Kingdom,50.2271,-0.7485,219.16,2025-05-15
EZY17CM ,United Kingdom,52.0669,-0.2317,151.88,2025-05-15
GPBAT   ,United Kingdom,55.8458,-3.3959,45.39,2025-05-15
IBE0662 ,Spain,39.9922,-0.7868,230.3,2025-05-15
EZY62XM ,United Kingdom,35.7694,23.9392,137.79,2025-05-15
EZY64FK ,United Kingdom,50.6055,1.6286,223.48,2025-05-15
GKOKO   ,United Kingdom,52.0982,-1.8548,80.67,2025-05-15
EZY957A ,United Kingdom,47.0169,-2.6684,231.48,2025-05-15
EZY27YP ,United Kingdom,39.7879,-4.4908,220.74,2025-05-15
EFW2GH  ,United Kingdom,38.1108,-9.9951,235.1,2025-05-15
DICEY   ,Germany,49.0347,3.3022,144.64,2025-05-15
CFE8704 ,United Kingdom,52.1423,-0.5101,179.24,2025-05-15
SWA330  ,United States,34.0392,-94.0774,208.54,2025-05-15
UAL1778 ,United States,43.2792,-76.8594,178.03,2025-05-15
MABTE   ,United Kingdom,53.5892,-3.5299,241.26,2025-05-15
NKS2260 ,United States,32.4769,-83.7554,274.24,2025-05-15
OOCCC   ,Belgium,51.8717,5.2983,47.4,2025-05-15
FDX8    ,United States,39.7003,-74.2496,259.78,2025-05-15
N200WL  ,United States,29.4546,-81.1786,139.51,2025-05-15
ITY403  ,Ireland,45.3673,11.779,227.91,2025-05-15
UAL947  ,United States,55.1769,-9.4802,252.88,2025-05-15
ITY077  ,Ireland,40.6256,6.9705,241.64,2025-05-15
ITY114  ,Ireland,45.6483,8.9717,165.66,2025-05-15
ITY226  ,Ireland,46.5694,6.7595,234.21,2025-05-15
SWA4325 ,United States,36.2654,-88.4807,197.45,2025-05-15
BTNIA14 ,United Kingdom,50.9981,-2.6508,34.16,2025-05-15
AAL73   ,United States,22.0999,-158.0489,256.31,2025-05-15
NKS2411 ,United States,32.6872,-97.3183,173.42,2025-05-15
SWA834  ,United States,30.5684,-82.5841,205.48,2025-05-15
SYERSTON,United Kingdom,53.0469,-0.919,25.29,2025-05-15
SWA4594 ,United States,39.7165,-73.83,233.36,2025-05-15
RYR97HT ,Ireland,39.8805,22.8555,256.77,2025-05-15
RYR24HW ,Ireland,43.8018,5.304,229.46,2025-05-15
DAL280  ,United States,34.1402,130.8587,270.31,2025-05-15
RYR71GG ,Ireland,46.655,-1.7884,233.15,2025-05-15
RYR13SX ,Ireland,39.5084,2.629,88.58,2025-05-15
RYR4TP  ,Ireland,44.435,16.359,207.33,2025-05-15
RYR5289 ,Ireland,53.4401,-6.335,73.87,2025-05-15
RYR43TA ,Ireland,52.2452,0.2705,160.49,2025-05-15
AAL2770 ,United States,32.6207,-91.1152,204.81,2025-05-15
VOZ9368 ,Australia,-29.7269,117.3063,167.4,2025-05-15
EIHLF   ,Ireland,53.905,-8.8884,39.18,2025-05-15
NKS2255 ,United States,35.6853,-88.6677,212.46,2025-05-15
RPA3679 ,United States,39.0764,-77.9677,154.39,2025-05-15
MDOGA   ,United Kingdom,53.2084,-3.031,68.45,2025-05-15
VOZ9216 ,Australia,-31.674,115.2649,218.87,2025-05-15
SWA3753 ,United States,39.1944,-92.1964,197.84,2025-05-15
DLA1XY  ,Italy,49.7137,8.5378,162.66,2025-05-15
DLA2MP  ,Italy,45.2988,10.6045,138.94,2025-05-15
ITY107  ,Ireland,49.2298,8.7972,258.35,2025-05-15
ITY159  ,Ireland,45.6253,9.0633,225.18,2025-05-15
MBEEF   ,United Kingdom,53.132,-0.7177,57.72,2025-05-15
AXY277S ,Malta,48.8813,2.0379,111.58,2025-05-15
MBLUE   ,United Kingdom,41.5508,-74.3309,141.21,2025-05-15
PVL2585 ,Canada,45.2035,-66.1828,170.32,2025-05-15
VND793  ,Italy,41.7954,13.264,181.19,2025-05-15
RYR3571 ,Ireland,43.6552,9.3148,228.33,2025-05-15
RYR8PJ  ,Ireland,45.1141,0.0621,234.1,2025-05-15
FHMZI   ,France,43.8483,4.7478,33.54,2025-05-15
UAL177  ,United States,46.5844,0.6733,245.0,2025-05-15
RYR52YQ ,Ireland,52.1975,-7.3489,188.96,2025-05-15
FDX1451 ,United States,37.3287,-79.9746,52.9,2025-05-15
RYR3ME  ,Ireland,40.9947,-8.5431,119.08,2025-05-15
RYR377Z ,Ireland,37.5506,-7.6717,172.38,2025-05-15
EZY43TH ,United Kingdom,52.0266,-3.3935,202.65,2025-05-15
RYR66UL ,Ireland,55.5493,-2.8393,178.25,2025-05-15
RYR98EL ,Ireland,46.6629,-2.1268,239.13,2025-05-15
RYR70RA ,Ireland,49.3972,3.1868,230.27,2025-05-15
RYR2AA  ,Ireland,45.7841,-4.9022,225.06,2025-05-15
NWK1610 ,Australia,-31.299,118.3746,235.83,2025-05-15
NWK2919 ,Australia,-31.8772,116.0831,80.29,2025-05-15
RYR35SX ,Malta,47.1046,1.0187,227.67,2025-05-15
RYR719  ,Ireland,51.6595,-0.3222,165.55,2025-05-15
KMM395  ,Malta,51.5817,6.3991,247.94,2025-05-15
RYR77FJ ,Ireland,42.8833,-2.9897,228.46,2025-05-15
SWA1120 ,United States,42.7701,-71.2608,191.95,2025-05-15
RYR36SB ,Ireland,39.8346,2.8986,196.09,2025-05-15
RYR84YW ,Malta,45.1346,10.1488,222.45,2025-05-15
DLA8202 ,Italy,47.5981,12.4198,233.46,2025-05-15
RYR29ZM ,Ireland,55.7254,-3.3975,149.36,2025-05-15
UPS300  ,United States,31.5888,-93.2855,216.14,2025-05-15
RYR48QR ,Ireland,39.7401,2.4653,228.61,2025-05-15
RYR6    ,Ireland,49.5666,3.157,238.83,2025-05-15
RYR6YR  ,Ireland,48.9919,6.6041,240.49,2025-05-15
RYR8FB  ,Malta,47.9004,17.7417,230.2,2025-05-15
RYR53HB ,Malta,39.4722,2.8745,168.89,2025-05-15
PTO3358 ,Germany,53.7656,11.9734,65.82,2025-05-15
RYR829  ,Malta,50.3503,-0.2813,235.69,2025-05-15
RYR91BE ,Ireland,46.6914,17.9221,204.08,2025-05-15
GBITE   ,United Kingdom,52.4607,-6.1859,58.53,2025-05-15
RYR931W ,Ireland,45.6893,-3.6775,227.62,2025-05-15
RYR29QV ,Ireland,48.7701,4.0165,233.44,2025-05-15
RYR21HM ,Malta,53.3194,17.5616,225.57,2025-05-15
RYR113A ,Ireland,44.9088,-0.6756,230.66,2025-05-15
RYR28BE ,Malta,47.209,15.3815,242.18,2025-05-15
RYR51WC ,Malta,49.2572,2.8719,246.99,2025-05-15
SAS567  ,Ireland,49.3288,3.1153,174.36,2025-05-15
RYR8BK  ,Malta,42.2675,19.1617,215.8,2025-05-15
DAL3154 ,United States,32.2446,-82.8384,195.08,2025-05-15
RYR89XR ,Malta,54.0194,23.335,224.81,2025-05-15
RYR90SV ,Malta,41.3039,6.0991,226.49,2025-05-15
UAL708  ,United States,39.0222,-79.219,221.52,2025-05-15
UAL1274 ,United States,39.1383,-76.227,216.9,2025-05-15
ILHCA   ,Italy,45.637,12.5605,28.25,2025-05-15
SCR187  ,Germany,42.4238,2.8289,217.71,2025-05-15
IBE08LL ,Spain,41.1601,2.9851,235.48,2025-05-15
UPS9738 ,United States,31.2464,-83.2623,254.75,2025-05-15
UPS920  ,United States,33.7558,-115.2621,218.29,2025-05-15
FDX55   ,United States,30.6591,-83.4018,264.39,2025-05-15
PEI5FC  ,Spain,40.0014,-0.272,70.45,2025-05-15
ENY3653 ,United States,42.2689,-87.5245,144.43,2025-05-15
AAL1418 ,United States,33.7423,-76.9391,233.07,2025-05-15
RYR4HX  ,Ireland,36.4027,-10.8043,226.37,2025-05-15
GBJBW   ,United Kingdom,50.8856,-1.145,62.51,2025-05-15
